StartOrder;WS01;OR03326;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR05676;P00206;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR00627;P00057;
PickOrder;WS01;OR00627;P00057;
PickOrder;WS01;OR05676;P00057;
PickOrder;WS01;OR05676;P00057;
StartOrder;WS01;OR05587;
PickOrder;WS01;OR05587;P00447;
PickOrder;WS01;OR05587;P00057;
PickOrder;WS01;OR05587;P00057;
PickOrder;WS01;OR05587;P00253;
PickOrder;WS01;OR05587;P00253;
PickOrder;WS01;OR05587;P00236;
StartOrder;WS01;OR04056;
PickOrder;WS01;OR04056;P00236;
PickOrder;WS01;OR04056;P00236;
PickOrder;WS01;OR04056;P00447;
PickOrder;WS01;OR04056;P00057;
PickOrder;WS01;OR04056;P00253;
PickOrder;WS01;OR04056;P00057;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00452;
PickOrder;WS01;OR05587;P00452;
PickOrder;WS01;OR05587;P00452;
StartOrder;WS01;OR01092;
PickOrder;WS01;OR01092;P00447;
PickOrder;WS01;OR01092;P00253;
PickOrder;WS01;OR01092;P00236;
PickOrder;WS01;OR01092;P00236;
PickOrder;WS01;OR01092;P00253;
RemoveProduct;WS01;P00452;
AssignProduct;WS01;P00256;
PickOrder;WS01;OR07679;P00256;
PickOrder;WS01;OR07679;P00256;
PickOrder;WS01;OR07679;P00256;
StartOrder;WS01;OR00028;
PickOrder;WS01;OR00028;P00447;
PickOrder;WS01;OR00028;P00236;
PickOrder;WS01;OR00028;P00253;
PickOrder;WS01;OR00028;P00253;
RemoveProduct;WS01;P00256;
AssignProduct;WS01;P00216;
PickOrder;WS01;OR04056;P00216;
StartOrder;WS01;OR05701;
PickOrder;WS01;OR05701;P00236;
PickOrder;WS01;OR05701;P00253;
RemoveProduct;WS01;P00216;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR08807;P00455;
PickOrder;WS01;OR01092;P00455;
PickOrder;WS01;OR01092;P00455;
StartOrder;WS01;OR09705;
PickOrder;WS01;OR09705;P00236;
PickOrder;WS01;OR09705;P00447;
PickOrder;WS01;OR09705;P00455;
PickOrder;WS01;OR09705;P00253;
RemoveProduct;WS01;P00236;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR05701;P00057;
PickOrder;WS01;OR00028;P00057;
PickOrder;WS01;OR00028;P00057;
PickOrder;WS01;OR00028;P00057;
PickOrder;WS01;OR09705;P00057;
PickOrder;WS01;OR09705;P00057;
PickOrder;WS01;OR01092;P00057;
StartOrder;WS01;OR01750;
PickOrder;WS01;OR01750;P00253;
PickOrder;WS01;OR01750;P00455;
PickOrder;WS01;OR01750;P00455;
PickOrder;WS01;OR01750;P00447;
PickOrder;WS01;OR01750;P00057;
StartOrder;WS01;OR08793;
PickOrder;WS01;OR08793;P00057;
PickOrder;WS01;OR08793;P00057;
PickOrder;WS01;OR08793;P00455;
PickOrder;WS01;OR08793;P00455;
PickOrder;WS01;OR08793;P00455;
PickOrder;WS01;OR08793;P00057;
PickOrder;WS01;OR08793;P00253;
PickOrder;WS01;OR08793;P00253;
PickOrder;WS01;OR08793;P00455;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00365;
PickOrder;WS01;OR05701;P00365;
PickOrder;WS01;OR05701;P00365;
PickOrder;WS01;OR05701;P00365;
StartOrder;WS01;OR05385;
PickOrder;WS01;OR05385;P00253;
PickOrder;WS01;OR05385;P00455;
PickOrder;WS01;OR05385;P00455;
PickOrder;WS01;OR05385;P00455;
PickOrder;WS01;OR05385;P00253;
PickOrder;WS01;OR05385;P00447;
PickOrder;WS01;OR05385;P00253;
RemoveProduct;WS01;P00365;
AssignProduct;WS01;P00472;
PickOrder;WS01;OR00028;P00472;
PickOrder;WS01;OR00028;P00472;
PickOrder;WS01;OR00028;P00472;
PickOrder;WS01;OR05385;P00472;
StartOrder;WS01;OR09046;
PickOrder;WS01;OR09046;P00472;
PickOrder;WS01;OR09046;P00447;
PickOrder;WS01;OR09046;P00253;
PickOrder;WS01;OR09046;P00472;
PickOrder;WS01;OR09046;P00253;
PickOrder;WS01;OR09046;P00472;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00236;
PickOrder;WS01;OR05385;P00236;
PickOrder;WS01;OR05385;P00236;
PickOrder;WS01;OR09046;P00236;
PickOrder;WS01;OR09046;P00236;
PickOrder;WS01;OR01750;P00236;
PickOrder;WS01;OR01750;P00236;
PickOrder;WS01;OR08793;P00236;
PickOrder;WS01;OR08793;P00236;
StartOrder;WS01;OR08031;
PickOrder;WS01;OR08031;P00472;
PickOrder;WS01;OR08031;P00253;
PickOrder;WS01;OR08031;P00253;
PickOrder;WS01;OR08031;P00253;
PickOrder;WS01;OR08031;P00236;
PickOrder;WS01;OR08031;P00472;
PickOrder;WS01;OR08031;P00447;
RemoveProduct;WS01;P00236;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR08031;P00057;
PickOrder;WS01;OR08031;P00057;
PickOrder;WS01;OR08031;P00057;
PickOrder;WS01;OR05385;P00057;
PickOrder;WS01;OR09046;P00057;
PickOrder;WS01;OR09046;P00057;
PickOrder;WS01;OR09046;P00057;
StartOrder;WS01;OR04053;
PickOrder;WS01;OR04053;P00472;
PickOrder;WS01;OR04053;P00447;
PickOrder;WS01;OR04053;P00057;
PickOrder;WS01;OR04053;P00253;
StartOrder;WS01;OR04378;
PickOrder;WS01;OR04378;P00253;
PickOrder;WS01;OR04378;P00253;
PickOrder;WS01;OR04378;P00057;
PickOrder;WS01;OR04378;P00447;
PickOrder;WS01;OR04378;P00057;
PickOrder;WS01;OR04378;P00472;
StartOrder;WS01;OR04922;
PickOrder;WS01;OR04922;P00253;
PickOrder;WS01;OR04922;P00057;
PickOrder;WS01;OR04922;P00447;
PickOrder;WS01;OR04922;P00057;
PickOrder;WS01;OR04922;P00253;
PickOrder;WS01;OR04922;P00472;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00236;
PickOrder;WS01;OR04053;P00236;
PickOrder;WS01;OR04053;P00236;
PickOrder;WS01;OR04378;P00236;
PickOrder;WS01;OR04378;P00236;
PickOrder;WS01;OR04922;P00236;
StartOrder;WS01;OR00458;
PickOrder;WS01;OR00458;P00253;
PickOrder;WS01;OR00458;P00472;
PickOrder;WS01;OR00458;P00472;
PickOrder;WS01;OR00458;P00236;
PickOrder;WS01;OR00458;P00447;
StartOrder;WS01;OR07927;
PickOrder;WS01;OR07927;P00253;
PickOrder;WS01;OR07927;P00472;
PickOrder;WS01;OR07927;P00253;
PickOrder;WS01;OR07927;P00253;
PickOrder;WS01;OR07927;P00236;
RemoveProduct;WS01;P00447;
AssignProduct;WS01;P00102;
PickOrder;WS01;OR08793;P00102;
PickOrder;WS01;OR08793;P00102;
PickOrder;WS01;OR08793;P00102;
StartOrder;WS01;OR02215;
PickOrder;WS01;OR02215;P00472;
PickOrder;WS01;OR02215;P00253;
PickOrder;WS01;OR02215;P00236;
PickOrder;WS01;OR02215;P00253;
PickOrder;WS01;OR02215;P00236;
PickOrder;WS01;OR02215;P00472;
PickOrder;WS01;OR02215;P00236;
RemoveProduct;WS01;P00102;
AssignProduct;WS01;P00348;
PickOrder;WS01;OR04922;P00348;
StartOrder;WS01;OR09699;
PickOrder;WS01;OR09699;P00472;
PickOrder;WS01;OR09699;P00253;
PickOrder;WS01;OR09699;P00253;
PickOrder;WS01;OR09699;P00253;
PickOrder;WS01;OR09699;P00236;
RemoveProduct;WS01;P00348;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR09699;P00057;
PickOrder;WS01;OR09699;P00057;
PickOrder;WS01;OR07927;P00057;
PickOrder;WS01;OR02215;P00057;
PickOrder;WS01;OR02215;P00057;
PickOrder;WS01;OR02215;P00057;
PickOrder;WS01;OR00458;P00057;
RemoveProduct;WS01;P00472;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR09699;P00206;
PickOrder;WS01;OR02215;P00206;
PickOrder;WS01;OR02215;P00206;
StartOrder;WS01;OR03071;
PickOrder;WS01;OR03071;P00253;
PickOrder;WS01;OR03071;P00236;
PickOrder;WS01;OR03071;P00206;
PickOrder;WS01;OR03071;P00206;
PickOrder;WS01;OR03071;P00236;
PickOrder;WS01;OR03071;P00057;
PickOrder;WS01;OR03071;P00206;
PickOrder;WS01;OR03071;P00057;
StartOrder;WS01;OR08518;
PickOrder;WS01;OR08518;P00236;
PickOrder;WS01;OR08518;P00206;
PickOrder;WS01;OR08518;P00253;
PickOrder;WS01;OR08518;P00057;
PickOrder;WS01;OR08518;P00253;
PickOrder;WS01;OR08518;P00057;
PickOrder;WS01;OR08518;P00206;
PickOrder;WS01;OR08518;P00206;
PickOrder;WS01;OR08518;P00057;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00287;
PickOrder;WS01;OR03071;P00287;
PickOrder;WS01;OR03071;P00287;
StartOrder;WS01;OR08167;
PickOrder;WS01;OR08167;P00287;
PickOrder;WS01;OR08167;P00287;
PickOrder;WS01;OR08167;P00206;
PickOrder;WS01;OR08167;P00253;
PickOrder;WS01;OR08167;P00206;
PickOrder;WS01;OR08167;P00206;
PickOrder;WS01;OR08167;P00253;
PickOrder;WS01;OR08167;P00236;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00351;
PickOrder;WS01;OR07927;P00351;
StartOrder;WS01;OR04519;
PickOrder;WS01;OR04519;P00351;
PickOrder;WS01;OR04519;P00351;
PickOrder;WS01;OR04519;P00253;
PickOrder;WS01;OR04519;P00351;
PickOrder;WS01;OR04519;P00236;
PickOrder;WS01;OR04519;P00236;
PickOrder;WS01;OR04519;P00253;
RemoveProduct;WS01;P00351;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR08167;P00057;
PickOrder;WS01;OR08167;P00057;
PickOrder;WS01;OR04519;P00057;
PickOrder;WS01;OR04519;P00057;
StartOrder;WS01;OR04988;
PickOrder;WS01;OR04988;P00236;
PickOrder;WS01;OR04988;P00057;
PickOrder;WS01;OR04988;P00057;
PickOrder;WS01;OR04988;P00253;
PickOrder;WS01;OR04988;P00287;
PickOrder;WS01;OR04988;P00057;
PickOrder;WS01;OR04988;P00236;
PickOrder;WS01;OR04988;P00253;
PickOrder;WS01;OR04988;P00287;
PickOrder;WS01;OR04988;P00236;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00455;
PickOrder;WS01;OR04988;P00455;
PickOrder;WS01;OR04988;P00455;
PickOrder;WS01;OR04988;P00455;
StartOrder;WS01;OR05000;
PickOrder;WS01;OR05000;P00236;
PickOrder;WS01;OR05000;P00455;
PickOrder;WS01;OR05000;P00455;
PickOrder;WS01;OR05000;P00253;
PickOrder;WS01;OR05000;P00287;
RemoveProduct;WS01;P00236;
AssignProduct;WS01;P00283;
PickOrder;WS01;OR04519;P00283;
StartOrder;WS01;OR06960;
PickOrder;WS01;OR06960;P00455;
PickOrder;WS01;OR06960;P00253;
PickOrder;WS01;OR06960;P00287;
PickOrder;WS01;OR06960;P00455;
PickOrder;WS01;OR06960;P00455;
PickOrder;WS01;OR06960;P00455;
PickOrder;WS01;OR06960;P00287;
PickOrder;WS01;OR06960;P00287;
RemoveProduct;WS01;P00283;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR05000;P00057;
PickOrder;WS01;OR05000;P00057;
PickOrder;WS01;OR05000;P00057;
PickOrder;WS01;OR06960;P00057;
StartOrder;WS01;OR00663;
PickOrder;WS01;OR00663;P00287;
PickOrder;WS01;OR00663;P00057;
PickOrder;WS01;OR00663;P00455;
PickOrder;WS01;OR00663;P00253;
PickOrder;WS01;OR00663;P00253;
PickOrder;WS01;OR00663;P00057;
PickOrder;WS01;OR00663;P00287;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00236;
PickOrder;WS01;OR00663;P00236;
PickOrder;WS01;OR00663;P00236;
PickOrder;WS01;OR06960;P00236;
PickOrder;WS01;OR06960;P00236;
PickOrder;WS01;OR06960;P00236;
StartOrder;WS01;OR00343;
PickOrder;WS01;OR00343;P00236;
PickOrder;WS01;OR00343;P00253;
PickOrder;WS01;OR00343;P00236;
PickOrder;WS01;OR00343;P00287;
PickOrder;WS01;OR00343;P00455;
PickOrder;WS01;OR00343;P00287;
PickOrder;WS01;OR00343;P00253;
PickOrder;WS01;OR00343;P00455;
PickOrder;WS01;OR00343;P00236;
StartOrder;WS01;OR05455;
PickOrder;WS01;OR05455;P00455;
PickOrder;WS01;OR05455;P00236;
PickOrder;WS01;OR05455;P00253;
PickOrder;WS01;OR05455;P00236;
PickOrder;WS01;OR05455;P00253;
PickOrder;WS01;OR05455;P00253;
RemoveProduct;WS01;P00287;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR05455;P00057;
PickOrder;WS01;OR05455;P00057;
PickOrder;WS01;OR00343;P00057;
StartOrder;WS01;OR00867;
PickOrder;WS01;OR00867;P00236;
PickOrder;WS01;OR00867;P00057;
PickOrder;WS01;OR00867;P00057;
PickOrder;WS01;OR00867;P00455;
PickOrder;WS01;OR00867;P00057;
PickOrder;WS01;OR00867;P00253;
PickOrder;WS01;OR00867;P00253;
PickOrder;WS01;OR00867;P00236;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00132;
PickOrder;WS01;OR05455;P00132;
PickOrder;WS01;OR05455;P00132;
StartOrder;WS01;OR09794;
PickOrder;WS01;OR09794;P00253;
PickOrder;WS01;OR09794;P00236;
PickOrder;WS01;OR09794;P00455;
RemoveProduct;WS01;P00132;
AssignProduct;WS01;P00436;
PickOrder;WS01;OR00867;P00436;
PickOrder;WS01;OR00867;P00436;
PickOrder;WS01;OR08518;P00436;
StartOrder;WS01;OR01170;
PickOrder;WS01;OR01170;P00455;
PickOrder;WS01;OR01170;P00236;
PickOrder;WS01;OR01170;P00236;
PickOrder;WS01;OR01170;P00436;
PickOrder;WS01;OR01170;P00253;
PickOrder;WS01;OR01170;P00455;
PickOrder;WS01;OR01170;P00455;
PickOrder;WS01;OR01170;P00436;
PickOrder;WS01;OR01170;P00253;
PickOrder;WS01;OR01170;P00236;
StartOrder;WS01;OR05071;
PickOrder;WS01;OR05071;P00455;
PickOrder;WS01;OR05071;P00436;
PickOrder;WS01;OR05071;P00253;
PickOrder;WS01;OR05071;P00236;
PickOrder;WS01;OR05071;P00253;
PickOrder;WS01;OR05071;P00253;
RemoveProduct;WS01;P00236;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR01170;P00057;
PickOrder;WS01;OR01170;P00057;
PickOrder;WS01;OR05071;P00057;
PickOrder;WS01;OR09794;P00057;
StartOrder;WS01;OR02464;
PickOrder;WS01;OR02464;P00057;
PickOrder;WS01;OR02464;P00057;
PickOrder;WS01;OR02464;P00057;
PickOrder;WS01;OR02464;P00455;
PickOrder;WS01;OR02464;P00436;
PickOrder;WS01;OR02464;P00455;
PickOrder;WS01;OR02464;P00253;
PickOrder;WS01;OR02464;P00455;
PickOrder;WS01;OR02464;P00436;
PickOrder;WS01;OR02464;P00436;
PickOrder;WS01;OR02464;P00253;
StartOrder;WS01;OR09513;
PickOrder;WS01;OR09513;P00436;
PickOrder;WS01;OR09513;P00253;
PickOrder;WS01;OR09513;P00455;
PickOrder;WS01;OR09513;P00253;
PickOrder;WS01;OR09513;P00057;
PickOrder;WS01;OR09513;P00057;
PickOrder;WS01;OR09513;P00455;
PickOrder;WS01;OR09513;P00253;
RemoveProduct;WS01;P00455;
AssignProduct;WS01;P00236;
PickOrder;WS01;OR02464;P00236;
PickOrder;WS01;OR09513;P00236;
PickOrder;WS01;OR09513;P00236;
PickOrder;WS01;OR09513;P00236;
StartOrder;WS01;OR09913;
PickOrder;WS01;OR09913;P00436;
PickOrder;WS01;OR09913;P00236;
PickOrder;WS01;OR09913;P00236;
PickOrder;WS01;OR09913;P00057;
PickOrder;WS01;OR09913;P00253;
PickOrder;WS01;OR09913;P00057;
PickOrder;WS01;OR09913;P00253;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00275;
PickOrder;WS01;OR09513;P00275;
PickOrder;WS01;OR09513;P00275;
PickOrder;WS01;OR09513;P00275;
StartOrder;WS01;OR01194;
PickOrder;WS01;OR01194;P00253;
PickOrder;WS01;OR01194;P00436;
PickOrder;WS01;OR01194;P00236;
PickOrder;WS01;OR01194;P00236;
RemoveProduct;WS01;P00275;
AssignProduct;WS01;P00067;
PickOrder;WS01;OR09913;P00067;
StartOrder;WS01;OR04144;
PickOrder;WS01;OR04144;P00236;
PickOrder;WS01;OR04144;P00253;
RemoveProduct;WS01;P00067;
AssignProduct;WS01;P00351;
PickOrder;WS01;OR09794;P00351;
PickOrder;WS01;OR09794;P00351;
StartOrder;WS01;OR09128;
PickOrder;WS01;OR09128;P00236;
PickOrder;WS01;OR09128;P00351;
PickOrder;WS01;OR09128;P00253;
PickOrder;WS01;OR09128;P00236;
PickOrder;WS01;OR09128;P00236;
RemoveProduct;WS01;P00436;
AssignProduct;WS01;P00333;
PickOrder;WS01;OR00458;P00333;
PickOrder;WS01;OR00458;P00333;
StartOrder;WS01;OR04012;
PickOrder;WS01;OR04012;P00236;
PickOrder;WS01;OR04012;P00253;
PickOrder;WS01;OR04012;P00351;
PickOrder;WS01;OR04012;P00253;
PickOrder;WS01;OR04012;P00351;
PickOrder;WS01;OR04012;P00351;
PickOrder;WS01;OR04012;P00253;
PickOrder;WS01;OR04012;P00236;
RemoveProduct;WS01;P00333;
AssignProduct;WS01;P00293;
PickOrder;WS01;OR01194;P00293;
PickOrder;WS01;OR01194;P00293;
RemoveProduct;WS01;P00351;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR01194;P00057;
PickOrder;WS01;OR04012;P00057;
PickOrder;WS01;OR04012;P00057;
PickOrder;WS01;OR04012;P00057;
PickOrder;WS01;OR09128;P00057;
PickOrder;WS01;OR09128;P00057;
PickOrder;WS01;OR04144;P00057;
PickOrder;WS01;OR04144;P00057;
PickOrder;WS01;OR04144;P00057;
StartOrder;WS01;OR04424;
PickOrder;WS01;OR04424;P00253;
PickOrder;WS01;OR04424;P00253;
PickOrder;WS01;OR04424;P00293;
PickOrder;WS01;OR04424;P00057;
PickOrder;WS01;OR04424;P00236;
PickOrder;WS01;OR04424;P00236;
PickOrder;WS01;OR04424;P00236;
PickOrder;WS01;OR04424;P00253;
PickOrder;WS01;OR04424;P00057;
RemoveProduct;WS01;P00293;
AssignProduct;WS01;P00204;
PickOrder;WS01;OR04012;P00204;
PickOrder;WS01;OR04012;P00204;
PickOrder;WS01;OR04012;P00204;
StartOrder;WS01;OR09157;
PickOrder;WS01;OR09157;P00057;
PickOrder;WS01;OR09157;P00057;
PickOrder;WS01;OR09157;P00253;
PickOrder;WS01;OR09157;P00253;
PickOrder;WS01;OR09157;P00236;
RemoveProduct;WS01;P00204;
AssignProduct;WS01;P00202;
PickOrder;WS01;OR09157;P00202;
StartOrder;WS01;OR07854;
PickOrder;WS01;OR07854;P00057;
PickOrder;WS01;OR07854;P00253;
PickOrder;WS01;OR07854;P00253;
PickOrder;WS01;OR07854;P00253;
PickOrder;WS01;OR07854;P00236;
RemoveProduct;WS01;P00202;
AssignProduct;WS01;P00186;
PickOrder;WS01;OR04424;P00186;
StartOrder;WS01;OR02016;
PickOrder;WS01;OR02016;P00236;
PickOrder;WS01;OR02016;P00186;
PickOrder;WS01;OR02016;P00057;
PickOrder;WS01;OR02016;P00253;
PickOrder;WS01;OR02016;P00186;
PickOrder;WS01;OR02016;P00253;
PickOrder;WS01;OR02016;P00057;
PickOrder;WS01;OR02016;P00236;
PickOrder;WS01;OR02016;P00253;
PickOrder;WS01;OR02016;P00236;
PickOrder;WS01;OR02016;P00057;
PickOrder;WS01;OR02016;P00186;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00122;
PickOrder;WS01;OR02016;P00122;
PickOrder;WS01;OR02016;P00122;
StartOrder;WS01;OR06703;
PickOrder;WS01;OR06703;P00253;
PickOrder;WS01;OR06703;P00186;
PickOrder;WS01;OR06703;P00236;
PickOrder;WS01;OR06703;P00186;
PickOrder;WS01;OR06703;P00236;
RemoveProduct;WS01;P00122;
AssignProduct;WS01;P00437;
PickOrder;WS01;OR07854;P00437;
StartOrder;WS01;OR02755;
PickOrder;WS01;OR02755;P00186;
PickOrder;WS01;OR02755;P00236;
PickOrder;WS01;OR02755;P00253;
PickOrder;WS01;OR02755;P00186;
PickOrder;WS01;OR02755;P00236;
RemoveProduct;WS01;P00186;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR09128;P00206;
PickOrder;WS01;OR09128;P00206;
StartOrder;WS01;OR01748;
PickOrder;WS01;OR01748;P00236;
PickOrder;WS01;OR01748;P00253;
PickOrder;WS01;OR01748;P00253;
PickOrder;WS01;OR01748;P00206;
RemoveProduct;WS01;P00437;
AssignProduct;WS01;P00274;
PickOrder;WS01;OR04144;P00274;
PickOrder;WS01;OR04144;P00274;
StartOrder;WS01;OR06228;
PickOrder;WS01;OR06228;P00236;
PickOrder;WS01;OR06228;P00206;
PickOrder;WS01;OR06228;P00236;
PickOrder;WS01;OR06228;P00253;
PickOrder;WS01;OR06228;P00253;
PickOrder;WS01;OR06228;P00206;
PickOrder;WS01;OR06228;P00253;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR01748;P00057;
PickOrder;WS01;OR01748;P00057;
PickOrder;WS01;OR01748;P00057;
PickOrder;WS01;OR02755;P00057;
PickOrder;WS01;OR06228;P00057;
PickOrder;WS01;OR06228;P00057;
PickOrder;WS01;OR06703;P00057;
RemoveProduct;WS01;P00274;
AssignProduct;WS01;P00447;
PickOrder;WS01;OR01748;P00447;
PickOrder;WS01;OR06228;P00447;
StartOrder;WS01;OR08115;
PickOrder;WS01;OR08115;P00447;
PickOrder;WS01;OR08115;P00253;
PickOrder;WS01;OR08115;P00236;
PickOrder;WS01;OR08115;P00057;
PickOrder;WS01;OR08115;P00236;
PickOrder;WS01;OR08115;P00057;
StartOrder;WS01;OR00413;
PickOrder;WS01;OR00413;P00057;
PickOrder;WS01;OR00413;P00447;
PickOrder;WS01;OR00413;P00057;
PickOrder;WS01;OR00413;P00057;
PickOrder;WS01;OR00413;P00253;
PickOrder;WS01;OR00413;P00253;
PickOrder;WS01;OR00413;P00253;
PickOrder;WS01;OR00413;P00236;
RemoveProduct;WS01;P00447;
AssignProduct;WS01;P00472;
PickOrder;WS01;OR02755;P00472;
StartOrder;WS01;OR00126;
PickOrder;WS01;OR00126;P00253;
PickOrder;WS01;OR00126;P00472;
PickOrder;WS01;OR00126;P00057;
PickOrder;WS01;OR00126;P00236;
PickOrder;WS01;OR00126;P00472;
PickOrder;WS01;OR00126;P00057;
PickOrder;WS01;OR00126;P00253;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00317;
PickOrder;WS01;OR00126;P00317;
StartOrder;WS01;OR04624;
PickOrder;WS01;OR04624;P00236;
PickOrder;WS01;OR04624;P00472;
PickOrder;WS01;OR04624;P00253;
PickOrder;WS01;OR04624;P00472;
PickOrder;WS01;OR04624;P00236;
RemoveProduct;WS01;P00317;
AssignProduct;WS01;P00243;
PickOrder;WS01;OR08115;P00243;
StartOrder;WS01;OR06847;
PickOrder;WS01;OR06847;P00236;
PickOrder;WS01;OR06847;P00253;
PickOrder;WS01;OR06847;P00472;
PickOrder;WS01;OR06847;P00472;
PickOrder;WS01;OR06847;P00472;
RemoveProduct;WS01;P00243;
AssignProduct;WS01;P00231;
PickOrder;WS01;OR06703;P00231;
PickOrder;WS01;OR06703;P00231;
StartOrder;WS01;OR04112;
PickOrder;WS01;OR04112;P00253;
PickOrder;WS01;OR04112;P00472;
PickOrder;WS01;OR04112;P00472;
PickOrder;WS01;OR04112;P00253;
PickOrder;WS01;OR04112;P00236;
PickOrder;WS01;OR04112;P00253;
PickOrder;WS01;OR04112;P00236;
RemoveProduct;WS01;P00231;
AssignProduct;WS01;P00330;
PickOrder;WS01;OR00413;P00330;
PickOrder;WS01;OR00413;P00330;
PickOrder;WS01;OR00413;P00330;
StartOrder;WS01;OR04086;
PickOrder;WS01;OR04086;P00253;
PickOrder;WS01;OR04086;P00253;
PickOrder;WS01;OR04086;P00236;
PickOrder;WS01;OR04086;P00253;
RemoveProduct;WS01;P00330;
AssignProduct;WS01;P00351;
PickOrder;WS01;OR06847;P00351;
PickOrder;WS01;OR04112;P00351;
PickOrder;WS01;OR04112;P00351;
PickOrder;WS01;OR04112;P00351;
RemoveProduct;WS01;P00236;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR06847;P00057;
PickOrder;WS01;OR04112;P00057;
PickOrder;WS01;OR04112;P00057;
PickOrder;WS01;OR04624;P00057;
PickOrder;WS01;OR04624;P00057;
PickOrder;WS01;OR04086;P00057;
PickOrder;WS01;OR04086;P00057;
PickOrder;WS01;OR04086;P00057;
StartOrder;WS01;OR06085;
PickOrder;WS01;OR06085;P00472;
PickOrder;WS01;OR06085;P00351;
PickOrder;WS01;OR06085;P00253;
PickOrder;WS01;OR06085;P00472;
PickOrder;WS01;OR06085;P00253;
PickOrder;WS01;OR06085;P00057;
PickOrder;WS01;OR06085;P00472;
StartOrder;WS01;OR03527;
PickOrder;WS01;OR03527;P00057;
PickOrder;WS01;OR03527;P00253;
PickOrder;WS01;OR03527;P00351;
PickOrder;WS01;OR03527;P00057;
PickOrder;WS01;OR03527;P00253;
RemoveProduct;WS01;P00472;
AssignProduct;WS01;P00226;
PickOrder;WS01;OR04624;P00226;
StartOrder;WS01;OR08886;
PickOrder;WS01;OR08886;P00253;
PickOrder;WS01;OR08886;P00351;
PickOrder;WS01;OR08886;P00351;
PickOrder;WS01;OR08886;P00057;
PickOrder;WS01;OR08886;P00351;
PickOrder;WS01;OR08886;P00253;
RemoveProduct;WS01;P00226;
AssignProduct;WS01;P00300;
PickOrder;WS01;OR04086;P00300;
PickOrder;WS01;OR04086;P00300;
StartOrder;WS01;OR09741;
PickOrder;WS01;OR09741;P00351;
PickOrder;WS01;OR09741;P00351;
PickOrder;WS01;OR09741;P00057;
PickOrder;WS01;OR09741;P00253;
PickOrder;WS01;OR09741;P00057;
PickOrder;WS01;OR09741;P00253;
PickOrder;WS01;OR09741;P00253;
PickOrder;WS01;OR09741;P00351;
RemoveProduct;WS01;P00300;
AssignProduct;WS01;P00206;
PickOrder;WS01;OR06085;P00206;
PickOrder;WS01;OR06085;P00206;
PickOrder;WS01;OR09741;P00206;
PickOrder;WS01;OR09741;P00206;
RemoveProduct;WS01;P00057;
AssignProduct;WS01;P00236;
PickOrder;WS01;OR06085;P00236;
PickOrder;WS01;OR06085;P00236;
PickOrder;WS01;OR03527;P00236;
PickOrder;WS01;OR03527;P00236;
PickOrder;WS01;OR08886;P00236;
PickOrder;WS01;OR08886;P00236;
PickOrder;WS01;OR09741;P00236;
StartOrder;WS01;OR04858;
PickOrder;WS01;OR04858;P00206;
PickOrder;WS01;OR04858;P00206;
PickOrder;WS01;OR04858;P00351;
PickOrder;WS01;OR04858;P00351;
PickOrder;WS01;OR04858;P00236;
PickOrder;WS01;OR04858;P00351;
PickOrder;WS01;OR04858;P00253;
PickOrder;WS01;OR04858;P00206;
PickOrder;WS01;OR04858;P00236;
StartOrder;WS01;OR05063;
PickOrder;WS01;OR05063;P00206;
PickOrder;WS01;OR05063;P00236;
PickOrder;WS01;OR05063;P00253;
PickOrder;WS01;OR05063;P00206;
PickOrder;WS01;OR05063;P00351;
RemoveProduct;WS01;P00206;
AssignProduct;WS01;P00057;
PickOrder;WS01;OR04858;P00057;
PickOrder;WS01;OR05063;P00057;
PickOrder;WS01;OR05063;P00057;
StartOrder;WS01;OR06395;
PickOrder;WS01;OR06395;P00057;
PickOrder;WS01;OR06395;P00236;
PickOrder;WS01;OR06395;P00253;
